,long,lat,elev,rt_num,class,intensity,geometry,cluster_label
2239,83176.085,439660.985,1230,1,6,258,POINT (4.342659648458509 51.94076052564365),2
2240,83176.147,439661.305,1228,1,6,237,POINT (4.342660483103034 51.940763409497116),2
2241,83176.217,439661.659,1201,1,6,77,POINT (4.342661426967547 51.940766599942506),2
2244,83176.347,439662.353,1264,2,6,88,POINT (4.342663172215138 51.94077285372326),2
2245,83176.414,439662.687,1215,1,6,191,POINT (4.342664076637928 51.94077586404079),2
2246,83175.65,439657.529,1221,1,6,208,POINT (4.342654045574008 51.94072941033218),2
2247,83175.718,439657.874,1214,1,6,179,POINT (4.342654962236937 51.94073251963615),2
2248,83175.782,439658.212,1218,1,6,200,POINT (4.3426558221999345 51.94073556551426),2
2249,83175.85,439658.56,1211,1,6,181,POINT (4.342656738236059 51.94073870177926),2
2250,83175.914,439658.897,1222,1,6,159,POINT (4.342657598408308 51.94074173867035),2
2251,83175.976,439659.216,1216,1,6,227,POINT (4.342658433261377 51.94074461353686),2
2252,83176.039,439659.548,1219,1,6,165,POINT (4.342659279938138 51.940747605363704),2
2253,83176.106,439659.892,1222,1,6,216,POINT (4.342660182270008 51.940750705551444),2
2254,83176.176,439660.254,1220,1,6,219,POINT (4.342661124462114 51.94075396789294),2
2255,83176.237,439660.572,1222,1,6,181,POINT (4.3426619449838455 51.940756833643206),2
2256,83176.307,439660.936,1222,1,6,252,POINT (4.3426628867581725 51.940760113958696),2
2258,83176.369,439661.255,1204,2,6,82,POINT (4.342663721611913 51.940762988825156),2
2261,83176.493,439661.922,1289,2,6,71,POINT (4.342665385258272 51.940768999181444),2
2262,83176.563,439662.266,1217,1,6,172,POINT (4.3426663312134 51.940772099756664),2
2263,83176.63,439662.612,1224,1,6,264,POINT (4.342667233128209 51.94077521791832),2
2264,83175.623,439656.655,3958,1,6,137,POINT (4.342653835653721 51.9407215521949),2
2266,83175.801,439656.776,1225,1,6,191,POINT (4.342656398623092 51.94072266261826),2
2267,83175.863,439657.096,1237,1,6,248,POINT (4.342657233266721 51.94072554647176),2
2268,83175.928,439657.432,1221,1,6,243,POINT (4.3426581081885685 51.94072857450505),2
2269,83175.991,439657.754,1214,1,6,186,POINT (4.342658956955173 51.94073147646178),2
2270,83176.061,439658.115,1213,1,6,191,POINT (4.3426598993558105 51.940734729816285),2
2271,83176.128,439658.461,1213,1,6,211,POINT (4.3426608012694405 51.94073784797801),2
2272,83176.191,439658.797,1225,1,6,242,POINT (4.342661647110171 51.94074087575292),2
2273,83176.258,439659.14,1215,1,6,230,POINT (4.342662549651088 51.9407439669536),2
2274,83176.322,439659.471,1210,1,6,145,POINT (4.342663411077924 51.94074694992257),2
2275,83176.384,439659.794,1220,1,6,230,POINT (4.3426642450954 51.940749860737114),2
2276,83176.449,439660.126,1205,1,6,111,POINT (4.3426651208542415 51.94075285282228),2
2277,83176.516,439660.477,1223,1,6,174,POINT (4.342666021723514 51.940756015919064),2
2279,83176.587,439660.83,1169,2,6,35,POINT (4.342666980338084 51.94075919750655),2
2281,83176.716,439661.519,1228,1,6,116,POINT (4.342668712090439 51.94076540622298),2
2282,83176.777,439661.832,1226,1,6,232,POINT (4.342669533657933 51.94076822703812),2
2283,83176.842,439662.169,1230,1,6,258,POINT (4.342670408372405 51.940771264058306),2
2284,83176.902,439662.489,1230,1,6,293,POINT (4.342671213936207 51.94077414765334),2
2285,83175.815,439655.975,4364,1,6,154,POINT (4.342656769616454 51.940715465829484),2
2286,83175.879,439656.259,4201,1,6,134,POINT (4.342657640866144 51.94071802640891),2
2287,83175.947,439656.567,4056,1,6,137,POINT (4.342658565262694 51.940720803193365),2
2288,83176.017,439656.863,3836,1,6,64,POINT (4.342659521249132 51.94072347239205),2
2289,83176.133,439656.687,1199,1,6,167,POINT (4.3426612447674655 51.94072190566305),2
2290,83176.194,439657.013,1226,1,6,184,POINT (4.34266206361651 51.94072484330945),2
2291,83176.264,439657.373,1219,1,6,177,POINT (4.3426630062262515 51.94072808767688),2
2292,83176.326,439657.694,1218,1,6,205,POINT (4.342663840661389 51.94073098051739),2
2293,83176.392,439658.03,1214,1,6,193,POINT (4.342664730124579 51.94073400867981),2
2294,83176.454,439658.352,1215,1,6,166,POINT (4.342665564350918 51.94073691050731),2
2295,83176.523,439658.711,1210,1,6,217,POINT (4.342666492629381 51.94074014575853),2
2296,83176.589,439659.056,1221,1,6,215,POINT (4.342667380211794 51.940743254804055),2
2297,83176.654,439659.39,1214,1,6,219,POINT (4.342668255552692 51.94074626486322),2
2298,83176.72,439659.735,1220,1,6,217,POINT (4.3426691431353435 51.940749373908695),2
2299,83176.785,439660.068,1215,1,6,100,POINT (4.342670018685487 51.94075237498087),2
2302,83176.906,439660.776,1479,2,6,70,POINT (4.342671630140337 51.94075875341704),2
2303,83176.979,439661.064,1166,1,6,30,POINT (4.342672631422857 51.94076135110702),2
2304,83177.049,439661.437,1223,1,6,247,POINT (4.3426735713169355 51.94076471230559),2
2305,83177.109,439661.751,1223,1,6,247,POINT (4.3426743781349035 51.94076754197848),2
2306,83177.179,439662.113,1229,1,6,257,POINT (4.342675320328384 51.940770804319854),2
2307,83177.239,439662.429,1227,1,6,227,POINT (4.342676126728546 51.94077365196683),2
2308,83177.305,439662.765,1221,1,6,226,POINT (4.342677016193388 51.94077668012918),2
2309,83176.232,439656.207,4311,1,6,123,POINT (4.34266278463296 51.94071760468598),2
2310,83176.298,439656.511,4175,1,6,173,POINT (4.342663680784307 51.940720345264),2
2311,83176.362,439656.798,4022,1,6,154,POINT (4.342664551407438 51.9407229328044),2
2314,83176.476,439656.589,1339,3,6,26,POINT (4.342666252741485 51.940721069245534),2
2315,83176.545,439656.907,1198,1,6,152,POINT (4.342667189589275 51.94072393602927),2
2316,83176.614,439657.271,1217,1,6,207,POINT (4.342668116822521 51.94072721621554),2
2317,83176.676,439657.592,1218,1,6,178,POINT (4.342668951257973 51.940730109056034),2
2318,83176.745,439657.953,1210,1,6,187,POINT (4.342669879118514 51.940733362281286),2
2319,83176.807,439658.271,1220,1,6,212,POINT (4.342670714181232 51.940736228160674),2
2320,83176.873,439658.605,1200,1,6,212,POINT (4.342671604063013 51.940739238348975),2
2321,83176.934,439658.928,1210,1,6,170,POINT (4.342672423540084 51.94074214903424),2
2322,83177.004,439659.289,1212,1,6,181,POINT (4.342673365941918 51.94074540238867),2
2326,83177.201,439660.322,1256,1,6,45,POINT (4.342676014568479 51.94075471142178),2
2327,83177.263,439660.671,1339,1,6,86,POINT (4.342676843152578 51.940757855898575),2
2328,83177.328,439660.964,1195,1,6,39,POINT (4.342677727063906 51.94076049749008),2
2329,83177.392,439661.303,1218,1,6,281,POINT (4.34267858681996 51.94076355235506),2
2330,83177.46,439661.654,1223,1,6,218,POINT (4.342679502231192 51.940766715580935),2
2331,83177.529,439662.011,1220,1,6,254,POINT (4.3426804309292875 51.940769932858046),2
2332,83177.591,439662.331,1221,1,6,230,POINT (4.342681265575317 51.94077281671138),2
2333,83177.659,439662.69,1224,1,6,228,POINT (4.34268217931483 51.94077605183329),2
2334,83176.538,439656.132,4394,1,6,165,POINT (4.342667249790011 51.940716970189975),2
2335,83176.606,439656.437,4249,1,6,159,POINT (4.342668174814179 51.94071972001331),2
2336,83176.674,439656.75,4104,1,6,159,POINT (4.342669098166348 51.940722541732775),2
2337,83176.742,439657.05,3952,1,6,152,POINT (4.342670024235811 51.94072524662104),2
2338,83176.849,439656.843,1371,1,6,184,POINT (4.342671623366166 51.940723400131866),2
2339,83176.916,439657.148,1219,1,6,184,POINT (4.342672533849942 51.940726149826),2
2340,83176.984,439657.497,1223,1,6,195,POINT (4.342673449678032 51.94072929507787),2
2341,83177.055,439657.86,1214,1,6,179,POINT (4.342674406202442 51.94073256653546),2
2342,83177.117,439658.181,1212,1,6,133,POINT (4.342675240638395 51.940735459375894),2
2343,83177.186,439658.544,1229,1,6,217,POINT (4.342676168081476 51.940738730575106),2
2345,83177.248,439658.854,1185,2,6,88,POINT (4.342677004816794 51.94074152455833),2
2349,83177.372,439659.525,1280,3,6,78,POINT (4.342678667628108 51.940747570862506),2
2350,83177.443,439659.87,1211,1,6,82,POINT (4.342679627915498 51.940750680553805),2
2351,83177.509,439660.221,1222,1,6,194,POINT (4.342680514244952 51.94075384352129),2
2352,83177.575,439660.559,1218,1,6,229,POINT (4.3426814032916825 51.94075688965763),2
2353,83177.641,439660.904,1223,1,6,234,POINT (4.342682290875451 51.94075999870297),2
2354,83177.707,439661.241,1222,1,6,248,POINT (4.3426831801314325 51.940763035852285),2
2355,83177.766,439661.553,1231,1,6,230,POINT (4.342683972827198 51.940765847421964),2
2356,83177.832,439661.888,1225,1,6,239,POINT (4.342684862501431 51.94076886659716),2
2357,83177.897,439662.233,1231,1,6,230,POINT (4.342685735544865 51.94077197551338),2
2358,83177.967,439662.593,1225,1,6,245,POINT (4.342686678157285 51.94077521988062),2
2359,83176.846,439656.027,4523,1,6,179,POINT (4.342671750298922 51.94071606634175),2
2360,83176.918,439656.354,4361,1,6,137,POINT (4.3426727288882025 51.94071901439608),2
2361,83176.986,439656.664,4211,1,6,179,POINT (4.34267365286768 51.94072180915445),2
2362,83177.053,439656.965,4052,1,6,155,POINT (4.342674564187602 51.940724522900545),2
2363,83177.124,439657.271,3861,1,6,80,POINT (4.342675532625728 51.94072728209837),2
2364,83177.237,439657.075,1227,1,6,198,POINT (4.342677216701534 51.940725535241356),2
2365,83177.299,439657.397,1222,1,6,205,POINT (4.342678050928529 51.94072843706876),2
2366,83177.363,439657.731,1211,1,6,180,POINT (4.342678911729067 51.94073144699869),2
2367,83177.43,439658.076,1220,1,6,181,POINT (4.342679813852965 51.94073455617325),2
2371,83177.63,439659.115,1219,1,6,30,POINT (4.342682504848559 51.940743919515874),2
2372,83177.693,439659.439,1224,1,6,258,POINT (4.342683353199003 51.94074683944644),2
2373,83177.757,439659.771,1216,1,6,192,POINT (4.342684214418264 51.9407498314023),2
2374,83177.819,439660.096,1221,1,6,223,POINT (4.342685048019117 51.94075276019069),2
2375,83177.889,439660.454,1218,1,6,186,POINT (4.342685991049117 51.94075598658393),2
2376,83177.956,439660.8,1225,1,6,285,POINT (4.342686892964976 51.94075910474547),2
2377,83178.02,439661.137,1232,1,6,251,POINT (4.342687753139648 51.94076214163638),2
2378,83178.086,439661.477,1227,1,6,240,POINT (4.34268864176901 51.94076520574664),2
2379,83178.15,439661.812,1236,1,6,293,POINT (4.342689502361936 51.94076822466346),2
2380,83178.212,439662.132,1232,1,6,235,POINT (4.34269033700852 51.94077110851678),2
2381,83178.278,439662.47,1220,1,6,243,POINT (4.342691226056252 51.940774154653006),2
2382,83178.343,439662.811,1222,1,6,269,POINT (4.342692099936265 51.940777227621076),2
2383,83177.126,439656.019,4591,1,6,181,POINT (4.3426758233913825 51.94071603061652),2
2384,83177.193,439656.319,4428,1,6,159,POINT (4.342676734920332 51.94071873537556),2
2385,83177.256,439656.608,4291,1,6,162,POINT (4.342677590585373 51.94072134076074),2
2386,83177.329,439656.939,4140,1,6,139,POINT (4.342678582879891 51.94072432489225),2
2387,83177.398,439657.245,3968,1,6,186,POINT (4.34267952223668 51.940727083831696),2
2389,83177.507,439657.079,1494,2,6,99,POINT (4.342681141878809 51.940725606068284),2
2390,83177.579,439657.368,1212,1,6,179,POINT (4.342682128411353 51.94072821261605),2
2391,83177.644,439657.7,1200,1,6,87,POINT (4.342683004170976 51.94073120470107),2
2395,83177.77,439658.376,1295,3,6,32,POINT (4.3426846950192575 51.94073729619857),2
2396,83177.838,439658.705,1200,1,6,14,POINT (4.342685615028641 51.9407402617101),2
2397,83177.908,439659.07,1212,1,6,223,POINT (4.342686556595348 51.94074355101246),2
2398,83177.969,439659.388,1222,1,6,200,POINT (4.34268737711852 51.94074641676256),2
2399,83178.039,439659.749,1223,1,6,253,POINT (4.342688319521525 51.94074967011683),2
2400,83178.1,439660.071,1242,1,6,212,POINT (4.342689139208875 51.940752571814954),2
2401,83178.165,439660.404,1219,1,6,244,POINT (4.342690014760419 51.94075557288698),2
2402,83178.226,439660.723,1219,1,6,195,POINT (4.342690835075014 51.940758447624034),2
2403,83178.296,439661.087,1228,1,6,212,POINT (4.342691776851486 51.94076172793935),2
2404,83178.363,439661.434,1232,1,6,235,POINT (4.342692678558851 51.94076485508785),2
2405,83178.427,439661.762,1223,1,6,223,POINT (4.342693540615108 51.94076781109556),2
2406,83178.493,439662.11,1231,1,6,296,POINT (4.3426944275729005 51.94077094710191),2
2407,83178.557,439662.442,1227,1,6,282,POINT (4.34269528879335 51.94077393905768),2
2408,83178.618,439662.758,1223,1,6,117,POINT (4.3426961097356385 51.94077678683367),2
2409,83177.36,439656.0,4647,1,6,179,POINT (4.34267922990677 51.94071589009169),2
2410,83177.432,439656.327,4493,1,6,170,POINT (4.342680208496539 51.94071883814595),2
2411,83177.496,439656.615,4345,1,6,153,POINT (4.342681078911584 51.94072143467331),2
2412,83177.562,439656.914,4195,1,6,174,POINT (4.342681976109182 51.9407241303161),2
2413,83177.626,439657.203,4046,1,6,212,POINT (4.342682846315415 51.94072673583039),2
2414,83177.7,439657.519,3825,1,6,74,POINT (4.342683856286362 51.94072958528585),2
2416,83177.814,439657.331,1183,2,6,92,POINT (4.342685553230633 51.94072791045401),2
2420,83177.945,439658.024,1226,3,6,39,POINT (4.342687313229924 51.94073415537655),2
2421,83178.01,439658.353,1198,1,6,26,POINT (4.342688189617038 51.94073712050055),2
2422,83178.072,439658.676,1212,1,6,227,POINT (4.34268902363594 51.94074003131486),2
2423,83178.136,439659.008,1202,1,6,179,POINT (4.342689884855454 51.9407430232707),2
2424,83178.203,439659.357,1218,1,6,235,POINT (4.342690786144299 51.94074616839324),2
2425,83178.272,439659.718,1220,1,6,202,POINT (4.342691714006748 51.94074942161832),2
2426,83178.333,439660.039,1237,1,6,227,POINT (4.342692533903324 51.94075231432938),2
2427,83178.404,439660.399,1214,1,6,238,POINT (4.3426934910566315 51.940755558825806),2
2428,83178.466,439660.719,1218,1,6,254,POINT (4.342694325703241 51.9407584426791),2
2429,83178.53,439661.054,1223,1,6,235,POINT (4.342695186296424 51.94076146159588),2
2430,83178.591,439661.371,1224,1,6,242,POINT (4.342696007029473 51.94076431835891),2
2431,83178.66,439661.733,1225,1,6,235,POINT (4.342696934683658 51.94076758057094),2
2432,83178.727,439662.079,1227,1,6,283,POINT (4.342697836600504 51.940770698732415),2
2433,83178.792,439662.409,1212,1,6,58,POINT (4.34269871278 51.94077367284329),2
2434,83178.858,439662.758,1228,2,6,85,POINT (4.342699599529257 51.940776817836614),2
2436,83177.551,439655.968,4709,1,6,157,POINT (4.342682013885448 51.94071562718084),2
2437,83177.624,439656.294,4541,1,6,135,POINT (4.342683007225195 51.94071856637725),2
2438,83177.686,439656.577,4399,1,6,201,POINT (4.342683849603875 51.94072111771112),2
2439,83177.759,439656.905,4233,1,6,167,POINT (4.342684842525839 51.94072407488155),2
2440,83177.822,439657.194,4100,1,6,157,POINT (4.34268569819145 51.940726680266636),2
2441,83177.891,439657.499,3945,1,6,162,POINT (4.342686637757734 51.940729430219044),2
2445,83178.068,439657.657,1342,3,6,62,POINT (4.3426891784542 51.94073087303196),2
2446,83178.136,439658.0,1328,1,6,165,POINT (4.342690095537612 51.94073396436162),2
2447,83178.202,439658.315,1233,1,6,266,POINT (4.342690989391834 51.94073680379656),2
2448,83178.269,439658.657,1224,1,6,210,POINT (4.342691892143705 51.940739886010014),2
2449,83178.333,439658.989,1221,1,6,237,POINT (4.342692753363405 51.94074287796582),2
2450,83178.395,439659.309,1217,1,6,258,POINT (4.3426935880097375 51.94074576181908),2
2451,83178.46,439659.65,1215,1,6,217,POINT (4.3426944618893755 51.940748834787186),2
2452,83178.525,439660.004,1269,1,6,227,POINT (4.3426953330520135 51.9407520245864),2
2453,83178.596,439660.356,1216,1,6,265,POINT (4.342696291877588 51.940755197186675),2
2454,83178.658,439660.675,1218,1,6,240,POINT (4.34269712673338 51.9407580720529),2
2455,83178.726,439661.034,1222,1,6,254,POINT (4.342698040473745 51.94076130717469),2
2456,83178.788,439661.351,1228,1,6,271,POINT (4.342698875747776 51.940764164066884),2
2457,83178.852,439661.686,1227,1,6,263,POINT (4.342699736341371 51.94076718298368),2
2458,83178.914,439662.004,1220,1,6,152,POINT (4.342700571406611 51.94077004886285),2
2460,83178.984,439662.367,1208,2,6,69,POINT (4.342701513393038 51.94077332019104),2
2464,83177.867,439656.227,4638,1,6,172,POINT (4.3426865546403555 51.940717995638195),2
2465,83177.935,439656.537,4486,1,6,159,POINT (4.342687478620675 51.94072079039648),2
2466,83178.008,439656.863,4331,1,6,172,POINT (4.342688471960892 51.940723729592854),2
2467,83178.072,439657.155,4185,1,6,142,POINT (4.342689341540465 51.94072636206817),2
2468,83178.144,439657.478,4005,1,6,135,POINT (4.342690320967163 51.940729274174295),2
2471,83178.255,439657.253,1294,3,6,10,POINT (4.342691982022167 51.940727266435324),2
2472,83178.319,439657.591,1307,1,6,77,POINT (4.3426928419875805 51.940730312313164),2
2473,83178.377,439657.955,1530,1,6,219,POINT (4.34269360927411 51.94073359107829),2
2474,83178.445,439658.32,1567,1,6,251,POINT (4.34269452175968 51.94073688012222),2
2475,83178.518,439658.594,1220,1,6,195,POINT (4.342695525969171 51.94073935199384),2
2476,83178.583,439658.931,1219,1,6,200,POINT (4.342696400684855 51.940742389013856),2
2477,83178.65,439659.278,1212,1,6,179,POINT (4.342697302392162 51.94074551616236),2
2478,83178.714,439659.614,1230,1,6,214,POINT (4.342698162776296 51.94074854406615),2
2479,83178.777,439659.938,1220,1,6,198,POINT (4.342699011127842 51.940751463996605),2
2480,83178.841,439660.269,1225,1,6,219,POINT (4.342699872557242 51.940754446965336),2
2481,83178.908,439660.614,1219,1,6,229,POINT (4.342700774683044 51.940757556139765),2
2482,83178.977,439660.975,1226,1,6,207,POINT (4.342701702546448 51.94076080936473),2
2483,83179.038,439661.293,1227,1,6,288,POINT (4.3427025230708916 51.94076367511475),2
2484,83179.108,439661.646,1194,1,6,48,POINT (4.342703467147408 51.9407668565728),2
2490,83178.148,439656.212,4709,1,6,139,POINT (4.342690643736839 51.940717897132565),2
2491,83178.214,439656.511,4558,1,6,115,POINT (4.3426915409349425 51.94072059277531),2
2492,83178.278,439656.801,4409,1,6,126,POINT (4.3426924109326555 51.940723207276555),2
2493,83178.35,439657.124,4234,1,6,165,POINT (4.342693390359484 51.94072611938266),2
2494,83178.42,439657.435,4072,1,6,212,POINT (4.342694343212967 51.94072892338629),2
2495,83178.487,439657.741,3917,1,6,114,POINT (4.342695253489236 51.94073168206724),2
2496,83178.596,439657.611,1558,1,6,350,POINT (4.342696865606705 51.94073052783605),2
2499,83178.788,439658.577,1446,1,6,199,POINT (4.34269945553686 51.940739234092916),2
