,long,lat,elev,rt_num,class,intensity,geometry,cluster_label
5769,83217.728,439659.244,5166,1,6,152,POINT (4.343265534818315 51.940750257282254),3
5770,83217.786,439659.573,5259,1,6,129,POINT (4.343266309458334 51.94075322149821),3
5771,83217.854,439659.957,5379,1,6,162,POINT (4.343267218017271 51.94075668129107),3
5772,83217.912,439660.295,5485,1,6,147,POINT (4.343267990777459 51.94075972639018),3
5773,83217.975,439660.648,5583,1,6,170,POINT (4.3432688331083575 51.94076290694003),3
5774,83218.033,439660.989,5701,1,6,173,POINT (4.343269605242075 51.94076597900016),3
5775,83218.099,439661.36,5793,1,6,179,POINT (4.343270487435527 51.940769321703584),3
5776,83218.163,439661.724,5910,1,6,167,POINT (4.34327134200975 51.94077260123969),3
5777,83218.224,439662.072,6020,1,6,165,POINT (4.343272156303972 51.94077573659625),3
5778,83218.288,439662.433,6128,1,6,195,POINT (4.343273011505118 51.940778989171285),3
5779,83218.349,439662.785,6229,1,6,205,POINT (4.343273824963995 51.94078216047588),3
5780,83217.538,439656.029,4393,1,6,149,POINT (4.343263443664887 51.940721339500584),3
5781,83217.6,439656.389,4522,1,6,183,POINT (4.343264269991704 51.94072458283051),3
5782,83217.66,439656.73,4621,1,6,172,POINT (4.343265071206056 51.94072765514891),3
5783,83217.727,439657.108,4737,1,6,205,POINT (4.343265966476968 51.94073106089056),3
5784,83217.791,439657.472,4835,1,6,186,POINT (4.343266821050152 51.9407343404267),3
5785,83217.854,439657.825,4937,1,6,185,POINT (4.343267663380503 51.94073752097662),3
5786,83217.918,439658.189,5049,1,6,191,POINT (4.343268517953933 51.940740800512735),3
5787,83217.98,439658.543,5149,1,6,139,POINT (4.343269345534829 51.940743989920506),3
5788,83218.04,439658.876,5231,1,6,191,POINT (4.343270148421018 51.940746990342745),3
5789,83218.101,439659.231,5352,1,6,139,POINT (4.343270961252448 51.940750188608405),3
5790,83218.165,439659.601,5487,1,6,142,POINT (4.343271814572989 51.94075352206662),3
5791,83218.232,439659.979,5592,1,6,172,POINT (4.343272709844914 51.94075692780823),3
5792,83218.29,439660.314,5700,1,6,201,POINT (4.34327348323216 51.940759945946276),3
5793,83218.358,439660.689,5788,1,6,152,POINT (4.343274393671821 51.94076332485593),3
5794,83218.415,439661.025,5903,1,6,162,POINT (4.343275152309587 51.94076635185184),3
5795,83218.477,439661.379,6006,1,6,147,POINT (4.343275979891413 51.940769541259556),3
5796,83218.537,439661.712,6097,1,6,152,POINT (4.343276782778491 51.94077254168175),3
5797,83218.603,439662.089,6208,1,6,170,POINT (4.343277663719245 51.940775938307205),3
5798,83218.667,439662.453,6315,1,6,172,POINT (4.343278518294117 51.94077921784326),3
5799,83218.728,439662.8,6422,1,6,165,POINT (4.343279332797848 51.940782344212714),3
5800,83217.895,439656.048,4590,1,6,137,POINT (4.343268630758259 51.940721556345615),3
5801,83217.962,439656.431,4712,1,6,172,POINT (4.343269524984852 51.94072500702236),3
5802,83218.021,439656.772,4831,1,6,177,POINT (4.343270311658779 51.9407280792116),3
5803,83218.084,439657.124,4921,1,6,170,POINT (4.343271154198157 51.94073125077441),3
5804,83218.142,439657.46,5028,1,6,185,POINT (4.343271927375974 51.9407342778995),3
5805,83218.209,439657.841,5137,1,6,166,POINT (4.343272822020853 51.94073771060218),3
5806,83218.273,439658.207,5245,1,6,184,POINT (4.343273676176877 51.94074100811229),3
5807,83218.336,439658.562,5353,1,6,151,POINT (4.343274518090048 51.940744206636154),3
5808,83218.4,439658.925,5463,1,6,145,POINT (4.343275372872995 51.94074747718524),3
5809,83218.462,439659.279,5576,1,6,170,POINT (4.3432762004545005 51.94075066659295),3
5810,83218.519,439659.614,5692,1,6,116,POINT (4.343276959301072 51.940753684601844),3
5811,83218.582,439659.967,5785,1,6,158,POINT (4.343277801632495 51.94075686515163),3
5812,83218.647,439660.328,5887,1,6,152,POINT (4.343278671374503 51.94076011785579),3
5813,83218.713,439660.706,5993,1,6,162,POINT (4.343279552106273 51.94076352346822),3
5814,83218.772,439661.041,6074,1,6,202,POINT (4.343280340034894 51.940766541735314),3
5815,83218.838,439661.418,6193,1,6,147,POINT (4.343281220975803 51.94076993836073),3
5816,83218.897,439661.75,6280,1,6,172,POINT (4.343282009531323 51.94077292966677),3
5817,83218.958,439662.102,6396,1,6,145,POINT (4.343282822990729 51.94077610097129),3
5818,83219.017,439662.438,6509,1,6,137,POINT (4.343283610710894 51.94077912822539),3
5819,83219.083,439662.813,6609,1,6,209,POINT (4.343284492070074 51.940782506876765),3
5820,83218.163,439656.045,4729,1,6,167,POINT (4.343272528316931 51.9407215639855),3
5821,83218.23,439656.43,4859,1,6,147,POINT (4.343273422126039 51.94072503263624),3
5822,83218.288,439656.768,4979,1,6,190,POINT (4.343274194886117 51.9407280777353),3
5823,83218.356,439657.15,5084,1,6,125,POINT (4.343275103862952 51.94073151955406),3
5824,83218.415,439657.489,5200,1,6,171,POINT (4.343275890955157 51.94073457376929),3
5825,83218.479,439657.843,5280,1,6,145,POINT (4.34327674761806 51.94073776343521),3
5826,83218.538,439658.183,5389,1,6,181,POINT (4.343277534501589 51.940740826637395),3
5827,83218.605,439658.564,5513,1,6,164,POINT (4.343278429147024 51.94074425934002),3
5828,83218.669,439658.923,5593,1,6,162,POINT (4.343279284765826 51.94074749394101),3
5829,83218.729,439659.273,5714,1,6,202,POINT (4.343280084101577 51.9407506471424),3
5830,83218.792,439659.642,5849,1,6,173,POINT (4.343280923090894 51.94075397148443),3
5831,83218.855,439659.988,5930,1,6,170,POINT (4.343281766884845 51.9407570891251),3
5832,83218.915,439660.331,6037,1,6,137,POINT (4.343282567683177 51.940760179417396),3
5833,83218.977,439660.68,6122,1,6,154,POINT (4.343283396309877 51.94076332389001),3
5834,83219.04,439661.04,6229,1,6,217,POINT (4.3432842371796925 51.94076656734883),3
5835,83219.107,439661.422,6353,1,6,179,POINT (4.3432851316172485 51.94077000903841),3
5836,83219.165,439661.751,6440,1,6,157,POINT (4.343285906258895 51.94077297325429),3
5837,83219.231,439662.127,6559,1,6,173,POINT (4.34328678740924 51.94077636089266),3
5838,83219.289,439662.459,6660,1,6,165,POINT (4.34328756142443 51.94077935206955),3
5839,83219.351,439662.811,6774,1,6,200,POINT (4.343288389425151 51.94078252350314),3
5840,83218.417,439656.039,4870,1,6,152,POINT (4.343276222931209 51.94072154285672),3
5841,83218.48,439656.401,5011,1,6,145,POINT (4.343277063381961 51.94072480428967),3
5842,83218.542,439656.762,5118,1,6,171,POINT (4.34327788950093 51.94072805660647),3
5843,83218.61,439657.143,5232,1,6,205,POINT (4.343278798686942 51.9407314894382),3
5844,83218.67,439657.48,5320,1,6,177,POINT (4.343279600737975 51.94073452580845),3
5845,83218.737,439657.858,5412,1,6,132,POINT (4.343280496010123 51.94073793155003),3
5846,83218.796,439658.202,5538,1,6,183,POINT (4.343281282058346 51.94074103070025),3
5847,83218.859,439658.557,5639,1,6,159,POINT (4.343282123972061 51.94074422922404),3
5848,83218.917,439658.889,5739,1,6,140,POINT (4.343282897986401 51.940747220400986),3
5849,83218.984,439659.27,5857,1,6,137,POINT (4.343283792632372 51.94075065310354),3
5850,83219.046,439659.631,5979,1,6,142,POINT (4.3432846187522935 51.940753905420316),3
5851,83219.109,439659.985,6087,1,6,165,POINT (4.343285460875371 51.94075709495707),3
5852,83219.173,439660.347,6180,1,6,145,POINT (4.343286315868244 51.94076035651906),3
5853,83219.235,439660.695,6269,1,6,137,POINT (4.343287144704102 51.94076349200459),3
5854,83219.294,439661.034,6373,1,6,140,POINT (4.34328793179767 51.940766546219706),3
5855,83219.355,439661.379,6460,1,6,187,POINT (4.343288746719615 51.94076965461508),3
5856,83219.418,439661.741,6571,1,6,183,POINT (4.343289587172152 51.940772916047905),3
5857,83219.485,439662.119,6689,1,6,139,POINT (4.343290482445802 51.94077632178941),3
5858,83219.543,439662.447,6781,1,6,194,POINT (4.343291257296799 51.94077927701821),3
5859,83219.608,439662.829,6918,1,6,230,POINT (4.343292122653518 51.940782718449526),3
5860,83218.67,439656.075,5032,1,6,165,POINT (4.343279894231234 51.94072189905331),3
5861,83218.733,439656.432,5133,1,6,159,POINT (4.343280735726715 51.94072511555113),3
5862,83218.792,439656.773,5248,1,6,188,POINT (4.343281522401411 51.94072818774032),3
5863,83218.854,439657.13,5366,1,6,152,POINT (4.343282349356331 51.94073140410908),3
5864,83218.918,439657.487,5444,1,6,166,POINT (4.343283205392961 51.94073462073598),3
5865,83218.985,439657.87,5571,1,6,174,POINT (4.343284099620928 51.940738071412596),3
5866,83219.044,439658.208,5681,1,6,161,POINT (4.3432848869227465 51.94074111664074),3
5867,83219.111,439658.584,5776,1,6,134,POINT (4.343285782613205 51.94074450440821),3
5868,83219.171,439658.926,5894,1,6,174,POINT (4.343286583620485 51.94074758571346),3
5869,83219.233,439659.275,5980,1,6,134,POINT (4.34328741224724 51.94075073018605),3
5870,83219.291,439659.613,6098,1,6,184,POINT (4.343288185008699 51.940753775285046),3
5871,83219.358,439659.994,6205,1,6,179,POINT (4.343289079655201 51.94075720798756),3
5872,83219.422,439660.35,6298,1,6,161,POINT (4.34328993590168 51.940760415627466),3
5873,83219.483,439660.701,6400,1,6,181,POINT (4.343290749570317 51.940763577944885),3
5874,83219.545,439661.062,6515,1,6,193,POINT (4.343291575690972 51.940766830261616),3
5875,83219.607,439661.409,6597,1,6,212,POINT (4.343292404736202 51.94076995676009),3
5876,83219.667,439661.75,6721,1,6,191,POINT (4.34329320595327 51.9407730290783),3
5877,83219.728,439662.098,6816,1,6,174,POINT (4.343294020249026 51.940776164434716),3
5878,83219.791,439662.459,6929,1,6,179,POINT (4.343294860910953 51.94077941688046),3
5879,83218.929,439656.069,5173,1,6,167,POINT (4.34328366154949 51.94072187856981),3
5880,83218.991,439656.418,5269,1,6,169,POINT (4.343284490175581 51.94072502304242),3
5881,83219.054,439656.785,5392,1,6,157,POINT (4.343285329582542 51.94072832941036),3
5882,83219.116,439657.142,5515,1,6,170,POINT (4.343286156537738 51.94073154577906),3
5883,83219.175,439657.474,5595,1,6,185,POINT (4.343286945092928 51.940734537085085),3
5884,83219.238,439657.828,5702,1,6,152,POINT (4.343287787215819 51.94073772662182),3
5885,83219.302,439658.19,5800,1,6,139,POINT (4.343288642208504 51.94074098818381),3
5886,83219.369,439658.571,5916,1,6,171,POINT (4.343289536854792 51.940744420886325),3
5887,83219.428,439658.91,6028,1,6,178,POINT (4.3432903239482 51.94074747510142),3
5888,83219.495,439659.286,6118,1,6,147,POINT (4.343291219639191 51.94075086286889),3
5889,83219.554,439659.625,6237,1,6,184,POINT (4.343292006732823 51.94075391708395),3
5890,83219.615,439659.975,6352,1,6,151,POINT (4.3432928206103805 51.94075707041443),3
5891,83219.674,439660.309,6437,1,6,147,POINT (4.343293608748673 51.9407600796944),3
5892,83219.74,439660.688,6551,1,6,177,POINT (4.343294489272686 51.94076349429376),3
5893,83219.804,439661.046,6634,1,6,142,POINT (4.3432953451018905 51.94076671990762),3
5894,83219.866,439661.396,6730,1,6,177,POINT (4.343296173520713 51.940769873367124),3
5895,83219.929,439661.763,6867,1,6,186,POINT (4.34329701292935 51.94077317973499),3
5896,83219.991,439662.106,6943,1,6,216,POINT (4.343297842810628 51.940776270285404),3
5897,83220.048,439662.453,7105,1,6,308,POINT (4.343298599152416 51.9407793961383),3
5898,83220.114,439662.753,6959,1,6,268,POINT (4.343299496179357 51.9407821007635),3
5899,83219.173,439656.033,5297,1,6,166,POINT (4.343287217022595 51.94072158653919),3
5900,83219.24,439656.413,5405,1,6,166,POINT (4.343288111877289 51.94072501025471),3
5901,83219.303,439656.777,5534,1,6,145,POINT (4.343288951911187 51.94072828966162),3
5902,83219.365,439657.129,5620,1,6,170,POINT (4.343289779911091 51.940731461095204),3
5903,83219.429,439657.497,5753,1,6,152,POINT (4.343290633650465 51.94073477657926),3
5904,83219.491,439657.852,5855,1,6,158,POINT (4.343291461023936 51.9407379749739),3
5905,83219.551,439658.19,5943,1,6,184,POINT (4.343292262867051 51.940741020331075),3
5906,83219.614,439658.542,6049,1,6,172,POINT (4.343293105408216 51.94074419189375),3
5907,83219.678,439658.906,6160,1,6,147,POINT (4.3432939599836295 51.940747471429674),3
5908,83219.744,439659.283,6270,1,6,148,POINT (4.343294840925204 51.94075086805505),3
5909,83219.802,439659.617,6383,1,6,119,POINT (4.343295614522727 51.940753877205914),3
5910,83219.868,439659.996,6497,1,6,157,POINT (4.343296495046773 51.94075729180525),3
5911,83219.927,439660.328,6582,1,6,164,POINT (4.343297283603095 51.940760283111196),3
5912,83219.991,439660.683,6668,1,6,178,POINT (4.343298140059105 51.94076348176399),3
5913,83220.049,439661.015,6768,1,6,207,POINT (4.343298914074835 51.940766472940844),3
5914,83220.115,439661.391,6867,1,6,209,POINT (4.343299795226038 51.94076986057909),3
5915,83220.178,439661.755,6994,1,6,248,POINT (4.343300635261605 51.94077313998588),3
5916,83220.239,439662.099,7093,1,6,292,POINT (4.343301450393435 51.940776239394175),3
5917,83220.308,439662.408,6929,1,6,293,POINT (4.343302389162926 51.940779025289785),3
5918,83220.373,439662.72,6832,1,6,193,POINT (4.343303269142628 51.94078183763002),3
5919,83219.472,439656.036,5460,1,6,188,POINT (4.343291564092463 51.940721652102795),3
5920,83219.535,439656.387,5559,1,6,157,POINT (4.3432924068421155 51.94072481467848),3
5921,83219.594,439656.728,5684,1,6,148,POINT (4.343293193517605 51.94072788686758),3
5922,83219.662,439657.107,5773,1,6,157,POINT (4.3432941031225605 51.94073130172516),3
5923,83219.725,439657.476,5911,1,6,198,POINT (4.343294942112565 51.9407346260671),3
5924,83219.788,439657.834,6014,1,6,187,POINT (4.343295783400472 51.94073785155187),3
5925,83219.852,439658.193,6110,1,6,159,POINT (4.343296639020404 51.9407410861527),3
5926,83219.913,439658.547,6225,1,6,178,POINT (4.343297452062506 51.940744275431186),3
5927,83219.973,439658.878,6305,1,6,129,POINT (4.343298255368356 51.94074725787922),3
5928,83220.034,439659.227,6412,1,6,174,POINT (4.343299069455124 51.94075040222257),3
5929,83220.097,439659.594,6543,1,6,147,POINT (4.34329990886362 51.940753708590464),3
5930,83220.164,439659.971,6633,1,6,170,POINT (4.343300804346569 51.94075710534483),3
5931,83220.223,439660.307,6737,1,6,201,POINT (4.343301592067623 51.94076013259883),3
5932,83220.291,439660.684,6831,1,6,201,POINT (4.343302502091628 51.94076352948229),3
5933,83220.349,439661.02,6927,1,6,388,POINT (4.343303275272101 51.94076655660712),3
5934,83220.408,439661.379,7099,1,6,350,POINT (4.343304058189072 51.94076979056245),3
5935,83220.471,439661.674,7010,1,6,251,POINT (4.3433049126381675 51.940772449865186),3
5936,83220.541,439662.005,6888,1,6,243,POINT (4.34330586135309 51.940775433604195),3
5937,83220.609,439662.324,6771,1,6,237,POINT (4.343306783493161 51.94077830924083),3
5938,83220.675,439662.638,6676,1,6,125,POINT (4.343307677596162 51.940781139684134),3
5939,83219.779,439656.064,5625,1,6,134,POINT (4.343296022266457 51.940721943374456),3
5940,83219.846,439656.447,5736,1,6,142,POINT (4.343296916495165 51.94072539405097),3
5941,83219.905,439656.789,5871,1,6,177,POINT (4.343297702962085 51.940728475227075),3
5942,83219.967,439657.139,5957,1,6,159,POINT (4.343298531380388 51.940731628686585),3
5943,83220.026,439657.483,6096,1,6,204,POINT (4.343299317429747 51.940734727836706),3
5944,83220.093,439657.857,6184,1,6,152,POINT (4.343300213538947 51.94073809763008),3
5945,83220.157,439658.219,6273,1,6,192,POINT (4.343301068532542 51.94074135919192),3
5946,83220.22,439658.573,6385,1,6,199,POINT (4.34330191065656 51.94074454872858),3
5947,83220.284,439658.937,6489,1,6,186,POINT (4.343302765232622 51.9407478282645),3
5948,83220.346,439659.289,6589,1,6,173,POINT (4.343303593233854 51.94075099969799),3
5949,83220.404,439659.622,6699,1,6,180,POINT (4.343304367040852 51.94075399986178),3
5950,83220.466,439659.971,6792,1,6,172,POINT (4.343305195668968 51.940757144334235),3
5951,83220.53,439660.334,6908,1,6,217,POINT (4.343306050454389 51.94076041488309),3
5952,83220.595,439660.717,7054,1,6,231,POINT (4.343306915603003 51.9407638653013),3
5953,83220.655,439661.042,7085,1,6,250,POINT (4.343307720163143 51.9407667938272),3
5954,83220.727,439661.366,6919,1,6,226,POINT (4.3433086994219545 51.94076971491526),3
5955,83220.789,439661.662,6823,1,6,185,POINT (4.343309539121631 51.940772383075924),3
5956,83220.855,439661.969,6714,1,6,223,POINT (4.343310434686892 51.94077515061015),3
5957,83220.918,439662.265,6602,1,6,181,POINT (4.3433112889275804 51.94077781889986),3
5958,83220.987,439662.603,6522,1,6,146,POINT (4.343312221640027 51.940780865418816),3
5959,83220.086,439656.088,5783,1,6,86,POINT (4.343300481276061 51.94072219869786),3
5960,83220.153,439656.478,5938,1,6,54,POINT (4.343301374042904 51.94072571228348),3
5961,83220.212,439656.811,6026,1,6,178,POINT (4.343302162390122 51.94072871257643),3
5962,83220.279,439657.189,6128,1,6,165,POINT (4.34330305766387 51.94073211831785),3
5963,83220.338,439657.529,6244,1,6,161,POINT (4.343303844549101 51.94073518151984),3
5964,83220.401,439657.882,6345,1,6,164,POINT (4.3433046868820915 51.940738362069474),3
5965,83220.46,439658.218,6442,1,6,142,POINT (4.343305474603086 51.94074138932339),3
5966,83220.526,439658.6,6565,1,6,166,POINT (4.343306354500984 51.940744830883744),3
5967,83220.591,439658.957,6650,1,6,162,POINT (4.343307225080382 51.940748047639616),3
5968,83220.652,439659.31,6763,1,6,184,POINT (4.343308038332245 51.940751227930996),3
5969,83220.716,439659.673,6873,1,6,165,POINT (4.343308893117765 51.94075449847983),3
5970,83220.778,439660.021,6965,1,6,320,POINT (4.3433097219550945 51.94075763396523),3
5971,83220.837,439660.369,7106,1,6,281,POINT (4.3433105071701235 51.9407607690633),3
5972,83220.903,439660.666,6955,1,6,271,POINT (4.34331140482408 51.94076344672734),3
5973,83220.97,439660.992,6867,1,6,214,POINT (4.343312310961258 51.940766385143924),3
5974,83221.04,439661.323,6753,1,6,204,POINT (4.343313259676548 51.94076936888287),3
5975,83221.102,439661.617,6653,1,6,209,POINT (4.343314099794259 51.94077201906947),3
5976,83221.173,439661.956,6555,1,6,167,POINT (4.343315061379511 51.940775074833624),3
5977,83221.237,439662.247,6432,1,6,169,POINT (4.343315931205709 51.94077769831736),3
5978,83221.301,439662.565,6371,1,6,178,POINT (4.343316795392115 51.94078056445048),3
5980,83220.438,439656.469,6141,1,6,24,POINT (4.343305520048743 51.940725668194965),3
5982,83220.503,439656.823,6197,1,6,140,POINT (4.343306391254378 51.9407288579898),3
5983,83220.571,439657.204,6293,1,6,166,POINT (4.343307300442587 51.940732290821295),3
5984,83220.631,439657.546,6413,1,6,174,POINT (4.34330810145113 51.940735372126404),3
5985,83220.696,439657.926,6537,1,6,195,POINT (4.343308967226092 51.94073879558363),3
5986,83220.757,439658.256,6607,1,6,144,POINT (4.343309785282297 51.94074176917368),3
5987,83220.818,439658.604,6716,1,6,170,POINT (4.343310599578659 51.94074490452994),3
5988,83220.876,439658.939,6811,1,6,209,POINT (4.343311372968252 51.940747922667754),3
5989,83220.943,439659.317,6920,1,6,229,POINT (4.343312268243071 51.94075132840906),3
5990,83221.007,439659.693,7088,1,6,281,POINT (4.343313120313389 51.940754715789055),3
5991,83221.072,439660.017,7024,1,6,310,POINT (4.343313997786674 51.94075763597341),3
5992,83221.14,439660.329,6891,1,6,265,POINT (4.343314921389104 51.94076044870084),3
5993,83221.206,439660.644,6802,1,6,272,POINT (4.343315815283385 51.940763288131166),3
5994,83221.266,439660.936,6719,1,6,174,POINT (4.3433166267372965 51.94076592008549),3
5995,83221.332,439661.246,6615,1,6,152,POINT (4.343317521676215 51.94076871458069),3
5996,83221.399,439661.568,6515,1,6,165,POINT (4.343318428649437 51.940771617049165),3
5997,83221.47,439661.904,6411,1,6,184,POINT (4.343319390861628 51.94077464585222),3
5998,83221.534,439662.205,6295,1,6,134,POINT (4.343320258599229 51.94077735920607),3
5999,83221.604,439662.54,6207,1,6,154,POINT (4.343321206479735 51.940780378893024),3
6000,83221.668,439662.835,6091,1,6,192,POINT (4.343322075470857 51.94078303832479),3
6001,83220.798,439656.507,6405,1,6,20,POINT (4.343310746796379 51.940726056178704),3
6003,83220.862,439656.842,6410,1,6,137,POINT (4.343311607430427 51.94072907509111),3
6004,83220.922,439657.178,6485,1,6,181,POINT (4.343312409692527 51.94073210247412),3
6005,83220.989,439657.557,6605,1,6,135,POINT (4.343313304758231 51.94073551720247),3
6006,83221.053,439657.927,6729,1,6,206,POINT (4.343314158081647 51.94073885066036),3
6007,83221.114,439658.273,6824,1,6,184,POINT (4.343314972796034 51.94074196804259),3
6008,83221.179,439658.635,6923,1,6,258,POINT (4.343315842331572 51.94074522973344),3
6009,83221.238,439658.989,7065,1,6,209,POINT (4.343316626293513 51.940748418753586),3
6010,83221.301,439659.302,7036,1,6,296,POINT (4.343317476983034 51.94075123982255),3
6011,83221.367,439659.604,6893,1,6,303,POINT (4.343318373592794 51.94075396242164),3
6012,83221.436,439659.927,6787,1,6,257,POINT (4.343319309438502 51.940756874135346),3
6013,83221.506,439660.27,6703,1,6,197,POINT (4.34332025564745 51.94075996571841),3
6014,83221.568,439660.562,6607,1,6,170,POINT (4.343321096183171 51.94076259793092),3
6015,83221.638,439660.905,6530,1,6,179,POINT (4.343322042392361 51.940765689513945),3
6016,83221.095,439656.18,6396,1,6,75,POINT (4.343315133717153 51.94072315576849),3
6017,83221.156,439656.512,6469,1,6,139,POINT (4.343315951355719 51.94072614733253),3
6018,83221.223,439656.895,6577,1,6,181,POINT (4.343316845586041 51.940729598008886),3
6019,83221.281,439657.234,6709,1,6,134,POINT (4.343317618140257 51.940732652094724),3
6020,83221.343,439657.582,6794,1,6,202,POINT (4.343318446977803 51.94073578758005),3
6021,83221.402,439657.918,6906,1,6,227,POINT (4.343319234699684 51.94073881483394),3
6022,83221.469,439658.307,7044,1,6,192,POINT (4.343320127677199 51.940742319432324),3
6023,83221.534,439658.645,7040,1,6,266,POINT (4.34332100222633 51.94074536543486),3
6024,83221.601,439658.949,6899,1,6,208,POINT (4.343321912959221 51.94074810613705),3
6025,83221.382,439656.18,6534,1,6,202,POINT (4.343319306924372 51.94072319282082),3
6026,83221.447,439656.542,6631,1,6,159,POINT (4.343320176459871 51.94072645451166),3
6027,83221.513,439656.927,6766,1,6,176,POINT (4.343321055731962 51.94072992303293),3
6028,83221.572,439657.266,6879,1,6,181,POINT (4.343321842827268 51.940732977247805),3
6029,83221.639,439657.641,6969,1,6,217,POINT (4.343322738729241 51.940736356028005),3
6030,83221.571,439656.199,6624,1,6,184,POINT (4.343322051165225 51.94072338797429),3
6031,83221.63,439656.537,6743,1,6,171,POINT (4.343322838469369 51.94072643320215),3
6032,83221.7,439661.197,6435,1,6,149,POINT (4.343322882928293 51.940768321726466),3
6033,83221.766,439661.508,6328,1,6,146,POINT (4.343323777658765 51.940771125208634),3
6034,83221.829,439661.805,6233,1,6,145,POINT (4.3433246316912895 51.94077380248529),3
6035,83221.9,439662.138,6106,1,6,135,POINT (4.343325594530595 51.94077680432726),3
6036,83221.97,439662.459,5977,1,6,130,POINT (4.3433265453358105 51.940779698195975),3
6037,83221.984,439662.324,5266,2,6,22,POINT (4.343326777106342 51.94077848675646),3
6038,83222.051,439662.617,5080,1,6,140,POINT (4.343327690137954 51.940781128601415),3
6039,83221.669,439659.268,6790,1,6,196,POINT (4.343322835099772 51.940750981773526),3
6040,83221.734,439659.581,6697,1,6,164,POINT (4.343323714871333 51.940753803100655),3
6041,83221.797,439659.875,6590,1,6,165,POINT (4.343324569530182 51.94075645341626),3
6042,83221.861,439660.195,6539,1,6,155,POINT (4.343325433298975 51.94075933752336),3
6043,83221.929,439660.512,6427,1,6,159,POINT (4.343326355857741 51.94076219518578),3
6044,83222.0,439660.859,6354,1,6,137,POINT (4.3433273157725605 51.940765322845955),3
6045,83222.063,439661.154,6249,1,6,142,POINT (4.343328170222953 51.940767982148564),3
6046,83222.133,439661.484,6121,1,6,152,POINT (4.343329119148211 51.94077095690037),3
6047,83222.199,439661.768,5944,1,6,219,POINT (4.343330019518944 51.940773517733106),3
6048,83222.279,439661.939,5109,1,6,135,POINT (4.343331147064769 51.94077506484065),3
6049,83222.342,439662.23,4994,1,6,157,POINT (4.3433320023511 51.94077768819514),3
6050,83222.413,439662.566,4877,1,6,159,POINT (4.3433329645643335 51.94078071699812),3
6051,83221.697,439657.979,7087,1,6,272,POINT (4.343323511492856 51.94073940112678),3
6052,83221.764,439658.28,6936,1,6,268,POINT (4.343324422852432 51.940742114867945),3
6053,83221.826,439658.582,6861,1,6,188,POINT (4.343325261299243 51.94074483695056),3
6054,83221.897,439658.918,6755,1,6,166,POINT (4.343326223511333 51.94074786575357),3
6055,83221.965,439659.241,6659,1,6,159,POINT (4.343327144816625 51.9407507773381),3
6056,83222.031,439659.549,6547,1,6,209,POINT (4.3433280401736685 51.9407535538592),3
6057,83222.098,439659.868,6439,1,6,222,POINT (4.343328947773919 51.940756429366566),3
6058,83222.164,439660.185,6367,1,6,185,POINT (4.343329841251246 51.94075928677078),3
6059,83222.226,439660.486,6289,1,6,162,POINT (4.343330679907577 51.940761999866346),3
6060,83222.291,439660.805,6211,1,6,142,POINT (4.343331558426555 51.940764875115484),3
6061,83222.359,439661.11,6036,1,6,172,POINT (4.343332483492403 51.940767624933684),3
6062,83222.429,439661.454,5973,1,6,27,POINT (4.343333429493599 51.94077072550366),3
6063,83222.446,439661.294,5140,2,6,112,POINT (4.343333710108354 51.9407692897761),3
6064,83222.509,439661.595,5065,1,6,188,POINT (4.343334563305913 51.94077200300074),3
6065,83222.58,439661.928,4933,1,6,154,POINT (4.343335526145844 51.94077500484264),3
6066,83222.643,439662.223,4831,1,6,162,POINT (4.343336380596902 51.94077766414516),3
6067,83222.71,439662.533,4717,1,6,159,POINT (4.34333729007809 51.940780458769325),3
6068,83222.773,439662.836,4625,1,6,159,POINT (4.34333814285831 51.94078318996797),3
6070,83221.692,439656.891,6860,1,6,175,POINT (4.343323666053868 51.94072962260956),3
6071,83221.756,439657.255,6964,1,6,299,POINT (4.343324520631244 51.94073290214531),3
6072,83221.822,439657.638,7100,1,6,230,POINT (4.343325400321558 51.94073635269252),3
6073,83221.886,439657.93,6953,1,6,304,POINT (4.343326269938743 51.940738985163215),3
6074,83221.957,439658.268,6844,1,6,212,POINT (4.343327231733014 51.94074203194026),3
6075,83222.02,439658.559,6735,1,6,208,POINT (4.343328087018499 51.94074465529481),3
6076,83222.085,439658.875,6651,1,6,186,POINT (4.3433289661636225 51.94074750358294),3
6077,83222.146,439659.164,6561,1,6,192,POINT (4.3433297927854735 51.94075010870524),3
6078,83222.218,439659.501,6449,1,6,181,POINT (4.3433307693299 51.94075314662436),3
6079,83222.284,439659.827,6379,1,6,188,POINT (4.343331660927342 51.94075608491168),3
6080,83222.351,439660.142,6278,1,6,157,POINT (4.343332569363401 51.94075892447096),3
6081,83222.419,439660.473,6199,1,6,142,POINT (4.343333488998272 51.94076190795157),3
6082,83222.484,439660.772,6048,1,6,132,POINT (4.343334371695053 51.94076460346035),3
6083,83222.547,439661.079,5993,1,6,29,POINT (4.343335223639278 51.94076737060707),3
6084,83222.564,439660.915,5141,2,6,146,POINT (4.343335505089477 51.94076589893142),3
6085,83222.628,439661.228,5060,1,6,124,POINT (4.343336370321315 51.94076872012931),3
6086,83222.696,439661.544,4949,1,6,152,POINT (4.34333729308985 51.940771568804664),3
6087,83222.767,439661.881,4843,1,6,186,POINT (4.343338255094433 51.94077460659463),3
6088,83222.83,439662.177,4741,1,6,194,POINT (4.343339109336766 51.94077727488416),3
